Name	Age	Nat	St	Tk	Ps	Sh	Ag	KAb	TAb	PAb	SAb		Team
Z_Camara	33	fra	2	14	10	6	11	66	490	322	157	#	ParisSaintGermain
S_Armand	32	fra	2	14	10	6	11	66	435	302	143	#	ParisSaintGermain
G_V_Der_Weil	25	hol	2	14	12	4	14	66	468	353	130	#	ParisSaintGermain
L_Landre	21	fra	3	12	11	8	12	66	346	256	206	#	ParisSaintGermain*
M_Bodmer	30	fra	3	12	14	10	15	66	331	371	181	#	ParisSaintGermain
C_Chantome	24	fra	3	7	14	12	15	66	246	418	370	#	ParisSaintGermain
A_Rabiot	18	fra	2	10	11	6	9	66	271	311	166	#	ParisSaintGermain*
N_Kebano	21	fra	2	6	11	10	13	66	166	311	271	#	ParisSaintGermain*
P_Luyindula	34	fra	2	8	10	13	14	66	251	276	356	#	ParisSaintGermain
J_Maurice	26	fra	2	5	10	11	10	66	141	281	351	#	ParisSaintGermain
J_Behebeck	20	fra	2	5	10	11	9	66	141	276	346	#	ParisSaintGermain
M_Koch	18	hol	2	11	9	8	10	66	326	266	231	#	PSVEindhoven*
M_Ritzmaier	19	aut	2	10	12	9	12	66	291	371	215	#	PSVEindhoven*
M_Depay	18	hol	2	9	12	13	11	66	286	396	452	#	PSVEindhoven*
S_Nijland	24	hol	2	6	10	12	14	66	166	291	366	#	PSVEindhoven
R_Bracali	32	bra	14	3	4	6	17	343	115	130	120	#	FCPorto
H_Sereno	28	por	2	14	10	6	14	68	485	357	122	#	FCPorto
Rolando	28	por	2	14	11	9	16	68	490	365	319	#	FCPorto
H_Quinones	20	col	3	12	12	8	12	68	350	280	210	#	FCPorto*
A_Ba	21	sen	3	12	11	8	12	68	355	280	215	#	FCPorto*
J_Martinez	25	col	2	7	10	15	14	58	156	311	426	#	FCPorto*
Kelvin	19	bra	2	8	10	14	13	68	251	222	489	#	FCPorto*
Djalma	26	ang	2	8	11	13	10	68	299	280	352	#	FCPorto
S_M'Bia	26	cam	2	12	14	8	11	84	402	492	320	#	QueensParkRangers
A_Faulin	26	arg	2	11	14	9	11	84	362	474	294	#	QueensParkRangers
J_Bothroyd	30	eng	2	7	11	12	11	84	257	353	417	#	QueensParkRangers
R_Hulse	33	eng	2	6	11	12	9	84	202	347	402	#	QueensParkRangers
D_Campbell	32	eng	2	6	10	12	16	74	202	337	437	#	QueensParkRangers
J_Mackie	27	sco	2	6	10	12	15	84	192	347	347	#	QueensParkRangers
S_Kuloivts	29	aut	2	10	11	9	10	62	264	289	214	#	RapidVienna
S_Cummings	24	eng	2	12	9	5	10	96	406	291	216	#	Reading
K_Gorkss	32	lat	3	12	12	8	12	96	440	356	291	#	Reading
N_Arnold	18	eng	2	10	9	7	13	60	285	255	210	#	Reading*
J_Tabb	29	ire	2	9	11	7	7	96	331	381	276	#	Reading
R_Edwards	18	eng	2	8	10	9	10	60	235	275	230	#	Reading*
U_Ikpeazu	18	eng	2	6	10	11	9	60	130	205	250	#	Reading*
Dodo	20	bra	2	12	10	8	12	60	340	315	202	#	ASRoma*
A_Romagnoli	17	ita	2	12	10	7	11	60	340	315	165	#	ASRoma*
S_Perrotta	34	ita	2	10	13	9	12	60	250	355	287	#	ASRoma
N_Lopez	18	uru	2	6	11	12	10	50	140	202	278	#	ASRoma*
M_Dorsin	30	swe	3	12	11	8	12	64	498	291	199	#	Rosenborg
B_Moe	20	nor	2	11	9	8	12	64	306	291	243	#	Rosenborg
J_Alas	23	els	2	9	11	10	12	64	250	332	263	#	Rosenborg
R_B_Jatta	18	nor	2	7	9	11	13	64	202	299	350	#	Rosenborg*
M_Jovanovic	28	mac	2	11	10	9	12	64	479	257	332	#	RedStarBelgrade
M_Dimitrijvic	28	ser	2	9	11	10	12	64	249	335	360	#	RedStarBelgrade
O_Mudrinski	20	ser	2	7	10	11	13	64	187	282	292	#	RedStarBelgrade
S_Azmoun	18	irn	2	6	9	11	13	60	90	200	266	#	RubinKazan
R_Lindgren	18	swe	2	9	11	9	12	60	215	335	240	#	FCRedBull
C_Leitgeb	27	aut	2	10	11	10	12	60	265	240	235	#	FCRedBull
G_Teigl	21	aut	2	7	11	10	9	60	165	295	250	#	FCRedBull
S_Kolasinac	19	ger	3	12	11	8	12	66	445	306	277	#	FCSchalke4
M_Meyer	16	ger	2	10	11	6	9	66	271	311	166	#	FCSchalke04*
R_Kingenburg	18	ger	2	7	11	9	17	66	196	301	246	#	FCSchalke04*
C_Obasi	26	nig	2	6	11	12	11	66	101	266	360	#	FCSchalke4
Coke	25	spa	2	13	11	8	14	60	417	285	190	#	Sevilla
Atenzia	22	spa	2	10	8	6	10	60	275	195	170	#	Sevilla*
Samu	20	spa	2	10	8	5	11	60	270	190	160	#	Sevilla*
J_Campana	19	spa	2	7	13	10	15	60	215	320	290	#	Sevilla*
Javi_Hervas	23	spa	2	10	13	8	12	60	290	320	210	#	Sevilla
B_Rabello	18	spa	2	7	13	11	12	60	275	375	295	#	Sevilla*
A_Rubio	18	spa	2	6	10	12	12	40	84	249	362	#	Sevilla*
E_Sabol	18	ukr	2	12	10	8	11	64	347	262	202	#	ShaktarDonetsk*
V_Kobin	28	ukr	2	12	10	8	12	64	342	267	197	#	ShaktarDonetsk
D_Grechyshkin	21	ukr	2	10	11	9	11	64	272	307	232	#	ShaktarDonetsk*
O_Gai	30	ukr	2	9	12	9	13	64	237	337	232	#	ShaktarDonetsk
P_Budkivsky	21	ukr	2	6	10	11	15	64	162	287	347	#	ShaktarDonetsk*
R_Pardo	19	spa	2	10	13	10	10	60	260	340	265	#	RealSociedad*
J_Ros	22	spa	2	11	12	9	12	60	250	340	250	#	RealSociedad
L_Shaw	17	eng	2	14	13	6	13	84	398	313	182	#	Southampton*
A_Martin	22	eng	2	11	10	8	13	84	357	292	237	#	Southampton
B_Reeves	22	eng	2	11	10	6	12	84	362	307	202	#	Southampton
D_Hammond	30	eng	3	11	13	9	14	84	417	480	354	#	Southampton
R_Chaplow	28	eng	3	9	13	11	12	84	307	432	332	#	Southampton
G_Do_Prado	30	bra	2	10	12	4	8	84	322	382	182	#	Southampton
S_Hoskins	20	eng	2	6	10	11	10	64	187	322	367	#	Southampton*
S_Pesyakov	23	rus	13	4	6	6	10	330	60	120	90	#	FCSpartakMoscow*
S_Gatagov	19	rus	2	11	10	7	11	60	340	362	211	#	FCSpartakMoscow*
P_Yakovlev	21	rus	2	9	12	10	14	60	230	335	220	#	FCSpartakMoscow
A_M_Waris	20	gha	2	8	11	13	11	50	125	310	490	#	FCSpartakMoscow*
A_Kozlov	19	rus	2	8	10	13	10	60	125	327	377	#	FCSpartakMoscow*
F_Fokobo	18	sen	2	11	10	8	10	64	292	252	202	#	SportingLisbon*
A_Martins	22	por	2	11	13	9	13	54	302	378	232	#	SportingLisbon
Zezinho	19	gui	2	10	13	9	11	64	286	367	222	#	SportingLisbon*
R_Esagio	19	por	2	6	12	12	13	64	177	337	395	#	SportingLisbon
Betinho	19	por	2	6	10	12	13	64	142	376	384	#	SportingLisbon
L_Filip	22	rom	2	8	11	10	10	64	202	297	232	#	SteauaBucharest
C_Puscas	19	rom	2	8	10	9	13	64	207	257	222	#	SteauaBucharest*
I_Rosu	19	rom	2	8	10	9	11	64	207	257	222	#	SteauaBucharest*
I_Nastasie	21	rom	2	9	10	9	13	64	217	257	222	#	SteauaBucharest
G_Whelan	28	ire	2	8	13	11	12	96	291	446	396	#	StokeCity
J_Ness	21	sco	3	9	13	11	14	96	331	451	356	#	StokeCity
F_Cuvelier	21	bel	2	7	11	9	7	96	276	371	331	#	StokeCity*
J_Walters	28	ire	2	6	10	13	15	96	216	346	505	#	StokeCity
M_Sidibe	34	sen	2	6	10	11	9	96	216	356	441	#	StokeCity
B_Rocker	22	ger	2	11	10	8	11	60	310	275	195	#	VfBStuttgart
D_Didavi	22	ger	3	9	14	11	13	60	327	482	372	#	VfBStuttgart
A_Rudiger	19	ger	2	11	10	8	13	60	310	275	195	#	VfBStuttgart*
R_Holzhauser	19	aut	2	10	12	7	11	60	275	355	215	#	VfBStuttgart*
S_Benyamina	22	ger	2	4	8	11	12	60	140	200	225	#	VfBStuttgart
W_Brown	33	eng	3	14	10	7	14	110	548	432	283	#	Sunderland
C_Cuellar	24	spa	2	14	12	6	14	100	488	391	202	#	Sunderland
J_Egan	19	ire	2	11	10	5	10	100	390	345	220	#	Sunderland
A_Elmohamady	24	egy	2	14	12	9	11	100	577	510	316	#	Sunderland
D_Vaughan	29	eng	4	9	14	11	10	110	354	531	472	#	Sunderland
D_Graham	28	eng	2	7	12	14	10	90	359	480	637	#	Sunderland
C_Wickham	19	eng	2	6	10	12	10	80	190	315	415	#	Sunderland*
R_Noble	20	eng	2	7	11	12	8	100	215	335	430	#	Sunderland*
G_Monk	33	eng	2	12	12	8	12	84	502	373	340	#	SwanseaCity
D_Tiendalli	26	hol	3	12	10	8	12	84	452	354	292	#	SwanseaCity
B_Davies	19	wal	2	11	10	5	13	84	367	312	197	#	SwanseaCity*
L_Moore	26	eng	2	7	10	12	13	84	281	370	510	#	SwanseaCity
R_Donnelly	20	nir	2	6	10	11	9	84	242	344	367	#	SwanseaCity*
E_Fryers	19	eng	2	12	10	5	10	100	400	345	210	#	TottenhamHotspur*
N_Byrne	20	eng	2	12	10	6	10	100	405	345	225	#	TottenhamHotspur*
A_Smith	21	eng	2	11	10	8	12	100	390	335	280	#	TottenhamHotspur*
W_Gallas	35	fra	2	15	10	8	14	100	623	353	317	#	TottenhamHotspur
D_Rose	21	eng	2	13	11	7	13	60	385	275	190	#	TottenhamHotspur*
G_Hall	19	eng	2	10	9	6	11	60	290	255	175	#	TottenhamHotspur*
J_Livermore	22	eng	2	10	14	10	15	100	385	467	305	#	TottenhamHotspur*
S_Parker	31	eng	2	13	14	9	7	100	455	505	325	#	TottenhamHotspur
A_Pritchard	19	eng	2	10	11	7	13	100	345	385	280	#	TottenhamHotspur*
T_Carroll	20	eng	3	9	14	10	14	100	270	445	315	#	TottenhamHotspur*
T_Gomelt	17	cro	2	9	13	11	10	60	255	340	285	#	TottenhamHotspur*
I_Falque	21	spa	2	9	13	11	13	60	255	340	285	#	TottenhamHotspur*
C_Ceballos	19	spa	2	7	11	12	8	100	215	335	440	#	TottenhamHotspur*
H_Kane	19	eng	2	6	10	12	12	100	220	375	455	#	TottenhamHotspur*
S_Coulthirst	17	eng	2	8	9	11	11	60	220	245	295	#	TottenhamHotspur*
T_Leugers	21	ger	2	8	10	7	11	60	185	225	175	#	FCTwente
G_Plet	24	hol	2	6	11	12	11	60	100	240	330	#	FCTwente
C_Delgado	22	spa	2	11	10	8	11	60	325	275	195	#	Valencia
S_Ruiz	17	spa	2	10	9	6	12	60	280	205	145	#	Valencia*
J_L_Gaya	17	spa	2	10	9	6	11	60	285	200	145	#	Valencia*
S_Canales	21	spa	2	9	14	11	13	60	260	440	341	#	Valencia
J_Bernat	18	spa	2	8	11	13	10	50	125	310	370	#	Valencia*
S_Cziommer	31	ger	2	6	11	10	10	60	155	285	230	#	SBVVitesse
D_Propper	20	hol	2	9	12	10	9	60	305	405	234	#	SBVVitesse*
S_v_d_Streek	20	hol	2	8	10	7	11	60	185	225	175	#	SBVVitesse
W_Bony	23	ivo	2	6	12	15	14	50	264	491	572	#	SBVVitesse
M_Lieder	22	hol	2	6	9	11	12	60	130	205	310	#	SBVVitesse
V_Qazashvili	19	geo	2	6	10	11	10	60	130	225	310	#	SBVVitesse*
G_Jara	28	chi	2	13	11	5	7	90	481	388	205	#	WestBromichAlbion
G_McAuley	32	nir	3	13	11	7	8	90	555	366	243	#	WestBromichAlbion
J_Hurst	21	eng	2	11	10	5	10	90	370	325	200	#	WestBromichAlbion*
G_Thorne	19	eng	2	10	12	6	7	90	335	395	230	#	WestBromichAlbion*
S_Allan	20	sco	2	9	13	9	8	90	354	415	335	#	WestBromichAlbion*
Y_Mulumbu	25	con	2	12	14	8	11	90	418	482	290	#	WestBromichAlbion
Z_Gera	33	hun	3	12	14	10	16	90	415	527	317	#	WestBromichAlbion
M_A_Fortune	31	fra	2	6	10	11	10	80	195	320	420	#	WestBromichAlbion
A_Nabi	19	eng	2	6	10	12	12	60	130	205	290	#	WestBromichAlbion*
M_Figueroa	30	hon	2	14	12	6	14	84	457	317	127	#	WiganAthletic
E_Boyce	33	bar	3	13	10	8	12	94	444	360	258	#	WiganAthletic
D_Jones	28	eng	3	9	13	11	14	84	331	427	336	#	WiganAthletic
J_Gomez	27	spa	2	7	13	11	13	84	206	407	337	#	WiganAthletic
R_Espinoza	26	hon	3	9	13	11	17	84	305	425	330	#	WiganAthletic
F_Fyvie	20	sco	2	9	10	8	12	84	302	307	287	#	WiganAthletic*
A_Kone	29	ivo	2	8	10	15	11	84	411	452	535	#	WiganAthletic
N_Dicko	20	fra	2	7	9	11	7	84	252	307	357	#	WiganAthletic
F_Orsula	20	slo	2	7	9	10	7	84	252	307	327	#	WiganAthletic
M_Boselli	27	arg	2	6	10	13	15	74	263	354	459	#	WiganAthletic
M_Kello	31	slo	13	6	5	6	10	351	237	217	237	#	WolverhamptonWanderers
R_Johnson	29	eng	3	14	10	7	11	94	606	381	276	#	WolverhamptonWanderers
C_Berra	27	sco	2	12	9	4	8	84	471	303	201	#	WolverhamptonWanderers
J_Reckford	20	eng	2	11	9	6	12	84	362	267	207	#	WolverhamptonWanderers*
M_Doherty	20	ire	2	10	9	7	14	84	357	267	247	#	WolverhamptonWanderers*
R_Boukari	25	tog	3	9	14	10	14	84	368	441	339	#	WolverhamptonWanderers
S_Hunt	31	ire	3	9	13	11	12	84	343	525	355	#	WolverhamptonWanderers
D_Davis	21	eng	2	10	11	7	13	84	312	367	247	#	WolverhamptonWanderers
A_Forde	20	ire	2	9	11	8	15	84	297	367	267	#	WolverhamptonWanderers*
Z_Ismail	20	eng	2	6	10	8	15	84	207	337	267	#	WolverhamptonWanderers*
J_Cassidy	20	wal	2	6	9	11	13	84	272	307	405	#	WolverhamptonWanderers
S_Winnall	22	eng	2	6	9	12	13	84	242	307	364	#	WolverhamptonWanderers
L_McAlinden	19	eng	2	7	8	11	9	60	195	225	295	#	WolverhamptonWanderers*
I_Cheminava	21	rus	2	11	9	9	11	64	277	217	217	#	FCZenitSt
M_Rodic	21	ser	2	12	11	8	12	64	317	247	182	#	FCZenitSt
S_Rebenko	17	rus	2	10	9	8	13	64	267	232	202	#	FCZenitSt
P_Mogilevets	19	rus	2	8	11	10	11	64	202	297	232	#	FCZenitSt
K_Zyryanov	34	rus	2	12	14	9	14	64	491	648	471	#	FCZenitSt
A_Bukharov	27	rus	2	6	10	13	12	64	147	277	433	#	FCZenitSt
A_Gasilin	16	rus	2	6	10	11	12	64	162	282	342	#	FCZenitSt
A_Tonev	22	bul	2	5	12	10	10	60	245	320	295	#	Non-League
L_Bacuna	20	hol	2	8	13	11	13	60	250	345	285	#	Non-League
N_Helenius	21	den	2	8	11	13	15	60	250	280	350	#	Non-League
A_Luna	21	spa	2	13	11	8	11	60	345	285	245	#	Non-League
L_Kozak	23	cze	2	7	11	14	13	50	140	300	385	#	Non-League
J_Quintero	19	col	2	8	15	11	15	60	220	365	300	#	Non-League
C_Atsu	20	gha	2	9	14	11	11	60	250	375	290	#	Non-League
F_Amorebiata	27	ven	2	14	12	8	10	60	355	315	220	#	Non-League
D_Boateng	29	gha	2	11	14	9	9	60	285	355	235	#	Non-League
M_Steklenburg	29	hol	15	4	7	5	11	395	55	175	70	#	Non-League
A_Plumain	17	fra	2	7	11	10	14	60	175	285	240	#	Non-League
Luis_Alberto	19	spa	2	7	14	11	9	60	175	365	285	#	Non-League
Iago_Aspas	24	spa	2	7	12	14	12	60	175	315	375	#	Non-League
G_Varela	20	uru	2	12	10	6	14	60	380	280	200	#	Non-League
S_Janko	17	swi	2	10	11	6	12	60	295	325	135	#	Non-League
D_Watmore	18	eng	2	6	10	13	13	60	130	205	310	#	Non-League
V_Roberge	25	fra	2	14	10	6	12	60	395	275	175	#	Non-League
Paulinho	23	bra	2	12	15	9	13	60	285	395	235	#	Non-League
E_Capoue	23	fra	2	11	15	9	10	60	285	355	235	#	Non-League
D_Bentley	27	eng	2	7	14	11	9	60	175	365	285	#	Non-League
B_Khumalo	25	saf	2	13	11	7	12	60	385	275	190	#	Non-League
M_Vydra	20	cze	2	6	12	14	11	60	130	275	310	#	Non-League
D_Randolph	25	ire	13	2	5	3	11	255	60	110	100	#	Non-League
A_Shinnie	22	sco	2	10	12	10	10	60	255	280	245	#	Non-League
M_Green	26	eng	2	6	10	12	13	60	130	205	290	#	Non-League
A_Judge	22	ire	2	10	12	10	13	60	255	280	245	#	Non-League
D_Green	17	eng	2	8	9	11	12	60	220	245	295	#	Non-League
Y_Songo'o	20	cam	2	11	10	6	10	60	360	280	200	#	Non-League
C_Mahoney	16	eng	2	9	11	10	10	60	225	285	265	#	Non-League
G_Fraser	18	sco	2	9	10	8	13	60	235	275	230	#	Non-League
Jordi_Amat	21	spa	2	14	12	8	10	60	355	315	220	#	Non-League
J_Canas	25	spa	2	11	14	8	11	60	290	365	235	#	Non-League
A_Pozuelo	22	spa	2	9	12	10	11	60	215	305	270	#	Non-League
M_Arnautovic	23	aut	2	8	14	12	11	60	145	385	325	#	Non-League
J_de_Guzman	24	hol	2	7	14	11	11	60	175	365	285	#	Non-League
A_Vazquez	20	spa	2	6	11	14	11	60	130	275	315	#	Non-League
Adrian	25	spa	14	2	4	4	10	355	60	110	100	#	Non-League
D_Whitehead	19	eng	2	6	11	12	11	60	130	205	290	#	Non-League
S_Carson	29	eng	14	2	5	3	12	345	60	110	100	#	Non-League
J_C_Garcia	25	spa	2	12	10	6	11	60	365	260	240	#	Non-League
S_Goldbourne	25	eng	2	12	10	7	10	60	365	260	245	#	Non-League
T_Doumbia	23	mal	2	11	13	9	12	60	285	335	235	#	Non-League
B_Grant	22	eng	2	6	11	12	13	60	130	205	290	#	Non-League
R_Fuller	32	jam	2	6	10	13	12	60	130	205	320	#	Non-League
C_Dunne	19	eng	2	11	10	7	10	60	360	280	240	#	Non-League
A_Cisak	22	aus	11	2	5	3	9	280	60	110	100	#	Non-League
N_Liversedge	24	eng	10	2	4	3	12	285	60	100	100	#	Non-League
K_Brownhill	19	eng	2	12	10	7	13	60	345	260	245	#	Non-League
S_Moore	23	eng	12	2	5	3	11	285	60	110	100	#	Non-League
M_Amondarain	20	uru	2	12	11	7	10	60	365	270	245	#	Non-League
K_T_Catherine	23	fra	2	14	10	7	12	60	355	255	230	#	Non-League
J_Russell	23	sco	2	6	11	13	14	60	130	205	320	#	Non-League
K_Cisse	19	mal	2	11	12	6	12	60	225	295	190	#	Non-League
Y_Sagbo	24	ivo	2	6	9	14	12	60	130	275	375	#	Non-League
M_Smith	23	eng	2	6	10	11	10	60	130	205	295	#	Non-League
L_Murphy	22	eng	2	10	12	6	12	60	255	315	205	#	Non-League
M_Zaliukas	28	lit	2	13	10	7	12	60	365	240	220	#	Non-League
Z_Bakayogo	25	ivo	2	12	11	6	14	60	365	270	240	#	Non-League
R_Mahrez	21	fra	2	7	13	11	10	60	175	355	285	#	Non-League
D_Konst'polos	33	gre	13	2	4	4	10	335	60	110	100	#	Non-League
D_Pudil	26	cze	2	13	10	6	11	60	365	260	240	#	Non-League
M_Cassetti	34	ita	2	14	9	6	13	60	385	230	240	#	Non-League
C_Battocchio	20	ita	2	11	12	6	10	60	225	295	190	#	Non-League
A_Abdi	24	swi	2	10	13	6	12	60	255	315	205	#	Non-League
D_Fabbrini	21	ita	2	6	11	13	10	60	130	205	320	#	Non-League
G_Angella	22	ita	2	12	11	6	11	60	365	270	245	#	Non-League
J_Acuna	25	mex	2	7	12	11	10	60	175	315	285	#	Non-League
M_Faraoni	22	ita	2	7	13	11	11	60	175	335	225	#	Non-League
I_Anya	24	sco	2	12	11	7	11	60	365	270	245	#	Non-League
J_Ekstrand	23	swe	2	13	11	6	14	60	365	255	240	#	Non-League
C_Dibble	19	wal	10	2	4	3	10	240	60	110	100	#	Non-League
J_Y_M'Voto	23	fra	2	11	10	8	13	60	355	280	270	#	Non-League
A_Flint	22	eng	2	11	10	5	10	60	320	280	150	#	Non-League
M_Pack	21	eng	2	10	12	6	10	60	255	315	205	#	Non-League
M_Manset	21	fra	2	6	10	12	14	60	130	205	260	#	Non-League
S_Urqhart	18	sco	2	10	9	5	10	60	285	255	175	#	Non-League
L_Nego	21	fra	2	11	10	7	12	60	320	240	210	#	Non-League
R_Ghochanejad	24	irn	2	6	10	12	9	60	130	205	280	#	Non-League
M_de_Val	22	spa	2	7	12	11	14	60	175	315	285	#	Non-League
D_Furman	24	saf	2	10	11	10	12	60	230	285	265	#	Non-League
M_Duffy	25	eng	2	7	11	10	10	60	170	285	255	#	Non-League
H_Forrester	21	eng	2	7	12	10	11	60	175	320	245	#	Non-League
J_Carroll	20	ire	2	10	8	7	10	60	285	205	190	#	Non-League
N_Wells	21	ber	2	6	11	12	11	60	130	235	280	#	Non-League
J_Paterson	20	eng	2	7	13	10	9	60	175	335	205	#	Non-League
J_Payne	21	eng	2	10	11	10	12	60	260	285	225	#	Non-League
K_Vassell	20	eng	2	6	9	10	9	60	130	245	235	#	Non-League
F_Brandy	23	eng	2	6	10	11	9	60	130	205	250	#	Non-League
J_Baxter	20	eng	2	7	12	10	14	60	175	320	240	#	Non-League
J_Maghoma	24	drc	2	7	12	11	10	60	175	320	250	#	Non-League
A_Nuhiu	23	alb	2	6	11	12	10	60	130	235	280	#	Non-League
K_Zayatte	28	gui	2	12	9	7	11	60	365	240	225	#	Non-League
K_Lambin	20	fra	2	6	9	10	10	60	130	245	235	#	Non-League
G_Loovens	28	hol	2	12	10	7	11	60	365	255	225	#	Non-League
